date,city,price
2017-08-01,PARIS,9385.6733122624
2017-09-01,PARIS,9430.903991183499
2017-10-01,PARIS,9474.675615945831
2017-11-01,PARIS,9519.90629486693
2017-12-01,PARIS,9563.677919629496
2018-01-01,PARIS,9608.908598550595
2018-02-01,PARIS,9654.139277471695
2018-03-01,PARIS,9694.992793916725
2018-04-01,PARIS,9740.223472837824
2018-05-01,PARIS,9783.995097600156
2018-06-01,PARIS,9829.225776521256
2018-07-01,PARIS,9872.997401283821
2018-08-01,PARIS,9918.22808020492
2018-09-01,PARIS,9963.45875912602
2018-10-01,PARIS,10007.230383888353
2018-11-01,PARIS,10052.461062809452
2018-12-01,PARIS,10096.232687572017
2019-01-01,PARIS,10141.463366493117
2019-02-01,PARIS,10186.694045414217
2019-03-01,PARIS,10227.547561859246
2019-04-01,PARIS,10272.778240780346
2019-05-01,PARIS,10316.549865542678
2019-06-01,PARIS,10361.780544463778
2019-07-01,PARIS,10405.552169226343
2019-08-01,PARIS,10450.782848147443
2019-09-01,PARIS,10496.013527068542
2019-10-01,PARIS,10539.785151830874
2019-11-01,PARIS,10585.015830751974
2019-12-01,PARIS,10628.787455514539
2020-01-01,PARIS,10674.018134435639
2020-02-01,PARIS,10719.248813356739
2020-03-01,PARIS,10761.561383960536
2020-04-01,PARIS,10806.792062881636
2020-05-01,PARIS,10850.563687643968
2020-06-01,PARIS,10895.794366565067
2020-07-01,PARIS,10939.5659913274
2020-08-01,PARIS,10984.796670248732
2020-09-01,PARIS,11030.027349169832
2020-10-01,PARIS,11073.798973932164
2020-11-01,PARIS,11119.029652853264
2020-12-01,PARIS,11162.801277615828
2016-01-01,MONTPELLIER,2661.4044541822805
2016-02-01,MONTPELLIER,2667.1662705321214
2016-03-01,MONTPELLIER,2672.556356794841
2016-04-01,MONTPELLIER,2678.318173144682
2016-05-01,MONTPELLIER,2683.894124450948
2016-06-01,MONTPELLIER,2689.655940800789
2016-07-01,MONTPELLIER,2695.2318921070546
2016-08-01,MONTPELLIER,2700.9937084568955
2016-09-01,MONTPELLIER,2706.7555248067074
2016-10-01,MONTPELLIER,2712.3314761130023
2016-11-01,MONTPELLIER,2718.093292462814
2016-12-01,MONTPELLIER,2723.669243769109
2017-01-01,MONTPELLIER,2729.431060118921
2017-02-01,MONTPELLIER,2735.192876468762
2017-03-01,MONTPELLIER,2740.3970976879355
2017-04-01,MONTPELLIER,2746.1589140377764
2017-05-01,MONTPELLIER,2751.734865344042
2017-06-01,MONTPELLIER,2757.496681693883
2017-07-01,MONTPELLIER,2763.072633000149
2017-08-01,MONTPELLIER,2768.83444934999
2017-09-01,MONTPELLIER,2774.5962656998017
2017-10-01,MONTPELLIER,2780.1722170060966
2017-11-01,MONTPELLIER,2785.9340333559085
2017-12-01,MONTPELLIER,2791.5099846622034
2018-01-01,MONTPELLIER,2797.271801012015
2018-02-01,MONTPELLIER,2803.033617361827
2018-03-01,MONTPELLIER,2808.23783858103
2018-04-01,MONTPELLIER,2813.9996549308707
2018-05-01,MONTPELLIER,2819.5756062371365
2018-06-01,MONTPELLIER,2825.3374225869775
2018-07-01,MONTPELLIER,2830.9133738932433
2018-08-01,MONTPELLIER,2836.675190243084
2018-09-01,MONTPELLIER,2842.437006592896
2018-10-01,MONTPELLIER,2848.012957899191
2018-11-01,MONTPELLIER,2853.774774249003
